จังหวัด,เขต,ชื่อผู้สมัคร,หมายเลข,พรรค,วุฒิการศึกษา,เพศ,ช่วงอายุ,อาชีพ
ชลบุรี,3,นายประเสริฐ  ศิวทัศน์,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,3,นายภักดี  อินทร์อุดม,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,3,นายรณเทพ  อนุวัฒน์,6,พลังชล,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
ชลบุรี,4,นางณัฐดาพรรณ  นันทตันติพัฒน์,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
ชลบุรี,4,นางอนัญพร  พ่วงพลี,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,อาชีพอื่นๆ
ชลบุรี,4,นายจิรวุฒิ  สิงห์โตทอง,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,เกษตรกร
ชลบุรี,4,นายสมชาย  สกลดิลก,12,รักษ์สันติ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,4,นายสรวุฒิ  เนื่องจำนงค์,10,ประชาธิปัตย์,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
ชลบุรี,4,นายสัมฤทธิ์  พงษ์วิรัตน์,6,พลังชล,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,4,นายอรรถเวทย์  ชยางศุ,21,ชาติไทยพัฒนา,ปริญญาโท,ชาย,61-70 ปี,นักการเมือง
ชลบุรี,5,นายชัยศิริมงคล  พิริยะภาพสกุล,1,เพื่อไทย,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,5,นายฐนโรจน์  โรจนกุลเสฏฐ์,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,ไม่ระบุ
ชลบุรี,5,นายณัชพล  แก่นนาคำ,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,5,นายพงศ์กิตศ  สำเร็จกิจสกุล,15,ไทยเป็นไท,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,5,นายพันธุ์ศักดิ์  เกตุวัตถา,6,พลังชล,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,5,นายภาสกร  ธีระวัฒน์เดชา,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ไม่ระบุ
ชลบุรี,5,นายมั่นเศรษฐ์  ไตรชลาสินธุ์,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,5,นายสุศิษฎ์  เปรมแหวว,12,รักษ์สันติ,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
ชลบุรี,5,นายอภิชาติ  ประพันธ์,26,มาตุภูมิ,ปริญญาโท,ชาย,41-50 ปี,อาชีพอื่นๆ
ชลบุรี,6,นางณัฐนันท์  รัตนพิไชย,21,ชาติไทยพัฒนา,ปริญญาโท,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,6,นางณัฐวัณณ์  เหลี่ยมเพชร,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
ชลบุรี,6,นางสาวนิชนันท์  วังคะฮาตธัญญกิจ,1,เพื่อไทย,ปริญญาโท,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,6,นางสุกุมล  คุณปลื้ม,6,พลังชล,ปริญญาตรี,หญิง,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,6,นายจักกฤช  ไกรมาตย์,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,6,นายประจักษ์  เปรมแหวว,12,รักษ์สันติ,ปริญญาโท,ชาย,51-60 ปี,นักกฎหมาย
ชลบุรี,6,นายประสงค์  ติยะปัญจนิตย์,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,41-50 ปี,นักกฎหมาย
ชลบุรี,7,นางพจนารถ  แก้วผลึก,10,ประชาธิปัตย์,ปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,7,นายกันต์พจน์  ราษฎร์เจริญดี,12,รักษ์สันติ,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,7,นายทองสุข  ทองนาค,21,ชาติไทยพัฒนา,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,7,นายนิมิต  ไมตรีวงศ์,26,มาตุภูมิ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
ชลบุรี,7,นายปรเมศวร์  งามพิเชษฐ์,6,พลังชล,ปริญญาโท,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,7,นายสุไอนี  เพียรดี,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
ชลบุรี,7,นายอดิศร  ผลลูกอินทร์,1,เพื่อไทย,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
ชลบุรี,8,นางสาวเสาวลักษณ์  สุริยาทิพย์,26,มาตุภูมิ,ปริญญาตรี,หญิง,51-60 ปี,นักวิชาการ / ครู / อาจารย์
ชลบุรี,8,นายธนทร  บูรณศิลปิน,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,8,นายไมตรี  สอยเหลือง,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,61-70 ปี,นักกฎหมาย
ชลบุรี,8,นายศิริวัฒน์  เจริญวิทย์,36,พลังคนกีฬา,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
ชลบุรี,8,นาวาโทสุทัศน์  วงศ์ปรีดี,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
ชลบุรี,8,นาวาเอกวิโรจน์  วังแก้วหิรัญ,6,พลังชล,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,8,พลเรือตรีหญิงดารา  บุรสิกพงศ์ ร.น.,12,รักษ์สันติ,ปริญญาตรี,หญิง,51-60 ปี,แพทย์
